% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.7700	3	3	3	1.7885	0
0.7700	1	4	4	3.5388	0
0.7700	2	5	1	15.3978	0
0.7700	3	6	2	31.5004	0
0.7700	1	7	3	2.3379	0
0.7700	2	8	4	446.2602	0
0.7700	3	9	1	122.5581	0
0.7700	1	10	2	53.7430	0
0.7800	1	1	1	36.2057	0
0.7800	2	2	2	7.5431	0
0.7800	3	3	3	4.1654	0
0.7800	1	4	4	3.0345	0
0.7800	2	5	1	13.1211	0
0.7800	3	6	2	37.8035	0
0.7800	1	7	3	2.0469	0
0.7800	2	8	4	422.7956	0
0.7800	3	9	1	365.5637	0
0.7800	1	10	2	33.7804	0
0.7900	1	1	1	13.0882	0
0.7900	2	2	2	8.6619	0
0.7900	3	3	3	4.4387	0
0.7900	1	4	4	4.3727	0
0.7900	2	5	1	35.3324	0
0.7900	3	6	2	16.3435	0
0.7900	1	7	3	0.8582	0
0.7900	2	8	4	287.8531	0
0.7900	3	9	1	207.3572	0
0.7900	1	10	2	23.0598	0
0.8000	1	1	1	4.0173	0
0.8000	2	2	2	11.7418	0
0.8000	3	3	3	4.1888	0
0.8000	1	4	4	2.3728	0
0.8000	2	5	1	12.5749	0
0.8000	3	6	2	32.3544	0
0.8000	1	7	3	2.7436	0
0.8000	2	8	4	274.3731	0
0.8000	3	9	1	158.9754	0
0.8000	1	10	2	12.8919	0
0.8100	1	1	1	10.9769	0
0.8100	2	2	2	5.4534	0
0.8100	3	3	3	3.3765	0
0.8100	1	4	4	3.1051	0
0.8100	2	5	1	29.0111	0
0.8100	3	6	2	21.7971	0
0.8100	1	7	3	2.7021	0
0.8100	2	8	4	480.4584	0
0.8100	3	9	1	302.1556	0
0.8100	1	10	2	39.0188	0
0.8200	1	1	1	19.2409	0
0.8200	2	2	2	4.0606	0
0.8200	3	3	3	1.2848	0
0.8200	1	4	4	5.9720	0
0.8200	2	5	1	20.3877	0
0.8200	3	6	2	89.8367	0
0.8200	1	7	3	1.4302	0
0.8200	2	8	4	480.2350	0
0.8200	3	9	1	309.1359	0
0.8200	1	10	2	60.1247	0
0.8300	1	1	1	19.1958	0
0.8300	2	2	2	9.5419	0
0.8300	3	3	3	1.9125	0
0.8300	1	4	4	7.7061	0
0.8300	2	5	1	15.7349	0
0.8300	3	6	2	67.1745	0
0.8300	1	7	3	1.3367	0
0.8300	2	8	4	223.9430	0
0.8300	3	9	1	258.2020	0
0.8300	1	10	2	43.0732	0
0.8400	1	1	1	33.7395	0
0.8400	2	2	2	9.3728	0
0.8400	3	3	3	1.7258	0
0.8400	1	4	4	6.3640	0
0.8400	2	5	1	16.2425	0
0.8400	3	6	2	75.0998	0
0.8400	1	7	3	2.8398	0
0.8400	2	8	4	193.6420	0
0.8400	3	9	1	147.0262	0
0.8400	1	10	2	142.0712	0
0.8500	1	1	1	22.2164	0
0.8500	2	2	2	9.6963	0
0.8500	3	3	3	6.7770	0
0.8500	1	4	4	4.7648	0
0.8500	2	5	1	24.0509	0
0.8500	3	6	2	33.7419	0
0.8500	1	7	3	3.2033	0
0.8500	2	8	4	650.5865	0
0.8500	3	9	1	95.0422	0
0.8500	1	10	2	102.0361	0
0.8600	1	1	1	17.4296	0
0.8600	2	2	2	6.7937	0
0.8600	3	3	3	6.7150	0
0.8600	1	4	4	3.8914	0
0.8600	2	5	1	31.8184	0
0.8600	3	6	2	50.0834	0
0.8600	1	7	3	2.8736	0
0.8600	2	8	4	520.5705	0
0.8600	3	9	1	164.0059	0
0.8600	1	10	2	21.6920	0
0.8700	1	1	1	11.1646	0
0.8700	2	2	2	16.1438	0
0.8700	3	3	3	4.1073	0
0.8700	1	4	4	3.5907	0
0.8700	2	5	1	12.3459	0
0.8700	3	6	2	35.8560	0
0.8700	1	7	3	1.1981	0
0.8700	2	8	4	407.3566	0
0.8700	3	9	1	112.0614	0
0.8700	1	10	2	35.8552	0
0.8800	1	1	1	18.6979	0
0.8800	2	2	2	12.8305	0
0.8800	3	3	3	11.8018	0
0.8800	1	4	4	2.3489	0
0.8800	2	5	1	40.5920	0
0.8800	3	6	2	95.1603	0
0.8800	1	7	3	2.1896	0
0.8800	2	8	4	483.2864	0
0.8800	3	9	1	123.2944	0
0.8800	1	10	2	62.8541	0
0.8900	1	1	1	39.9375	0
0.8900	2	2	2	14.8152	0
0.8900	3	3	3	5.8772	0
0.8900	1	4	4	3.9932	0
0.8900	2	5	1	12.4134	0
0.8900	3	6	2	57.0530	0
0.8900	1	7	3	5.6446	0
0.8900	2	8	4	225.0405	0
0.8900	3	9	1	96.7362	0
0.8900	1	10	2	63.1809	0
0.9000	1	1	1	13.1074	0
0.9000	2	2	2	8.0533	0
0.9000	3	3	3	3.9593	0
0.9000	1	4	4	2.6863	0
0.9000	2	5	1	16.2468	0
0.9000	3	6	2	89.8565	0
0.9000	1	7	3	1.8354	0
0.9000	2	8	4	225.4299	0
0.9000	3	9	1	121.7569	0
0.9000	1	10	2	86.4202	0
0.9100	1	1	1	19.5276	0
0.9100	2	2	2	9.7085	0
0.9100	3	3	3	5.0909	0
0.9100	1	4	4	2.3374	0
0.9100	2	5	1	33.1224	0
0.9100	3	6	2	80.3782	0
0.9100	1	7	3	2.8769	0
0.9100	2	8	4	775.1011	0
0.9100	3	9	1	100.3660	0
0.9100	1	10	2	107.4963	0
0.9200	1	1	1	23.8317	0
0.9200	2	2	2	10.6900	0
0.9200	3	3	3	5.1307	0
0.9200	1	4	4	5.1598	0
0.9200	2	5	1	48.0241	0
0.9200	3	6	2	42.5929	0
0.9200	1	7	3	2.5381	0
0.9200	2	8	4	815.9357	0
0.9200	3	9	1	133.1070	0
0.9200	1	10	2	100.4940	0
0.9300	1	1	1	50.4586	0
0.9300	2	2	2	10.7826	0
0.9300	3	3	3	7.3657	0
0.9300	1	4	4	3.3124	0
0.9300	2	5	1	40.2848	0
0.9300	3	6	2	79.6802	0
0.9300	1	7	3	4.6603	0
0.9300	2	8	4	390.9068	0
0.9300	3	9	1	84.7000	0
0.9300	1	10	2	86.9914	0
0.9400	1	1	1	9.2825	0
0.9400	2	2	2	11.6656	0
0.9400	3	3	3	8.6392	0
0.9400	1	4	4	6.4055	0
0.9400	2	5	1	72.6373	0
0.9400	3	6	2	121.2786	0
0.9400	1	7	3	2.8862	0
0.9400	2	8	4	554.5578	0
0.9400	3	9	1	185.3201	0
0.9400	1	10	2	34.6487	0
0.9500	1	1	1	16.2180	0
0.9500	2	2	2	10.8632	0
0.9500	3	3	3	2.2841	0
0.9500	1	4	4	6.2432	0
0.9500	2	5	1	27.5048	0
0.9500	3	6	2	36.4683	0
0.9500	1	7	3	4.8941	0
0.9500	2	8	4	793.2150	0
0.9500	3	9	1	219.0463	0
0.9500	1	10	2	64.4230	0
0.9600	1	1	1	34.2344	0
0.9600	2	2	2	20.0563	0
0.9600	3	3	3	7.0072	0
0.9600	1	4	4	4.3560	0
0.9600	2	5	1	36.5293	0
0.9600	3	6	2	142.4586	0
0.9600	1	7	3	3.2181	0
0.9600	2	8	4	1562.7963	0
0.9600	3	9	1	161.4734	0
0.9600	1	10	2	79.1470	0
0.9700	1	1	1	19.9558	0
0.9700	2	2	2	16.9533	0
0.9700	3	3	3	2.8446	0
0.9700	1	4	4	5.1664	0
0.9700	2	5	1	20.2904	0
0.9700	3	6	2	91.2122	0
0.9700	1	7	3	6.9858	0
0.9700	2	8	4	835.4266	0
0.9700	3	9	1	71.9926	0
0.9700	1	10	2	208.3336	0
0.9800	1	1	1	32.5265	0
0.9800	2	2	2	11.1664	0
0.9800	3	3	3	7.1203	0
0.9800	1	4	4	7.5206	0
0.9800	2	5	1	25.7608	0
0.9800	3	6	2	97.9903	0
0.9800	1	7	3	3.4869	0
0.9800	2	8	4	537.5874	0
0.9800	3	9	1	163.2970	0
0.9800	1	10	2	43.8961	0
0.9900	1	1	1	31.7038	0
0.9900	2	2	2	21.8292	0
0.9900	3	3	3	8.7662	0
0.9900	1	4	4	10.5624	0
0.9900	2	5	1	42.4580	0
0.9900	3	6	2	73.0832	0
0.9900	1	7	3	7.0898	0
0.9900	2	8	4	361.8935	0
0.9900	3	9	1	154.4766	0
0.9900	1	10	2	56.8699	0
1.0000	1	1	1	50.9088	0
1.0000	2	2	2	26.8765	0
1.0000	3	3	3	9.0393	0
1.0000	1	4	4	12.3880	0
1.0000	2	5	1	25.4725	0
1.0000	3	6	2	114.5298	0
1.0000	1	7	3	4.7479	0
1.0000	2	8	4	1043.0326	0
1.0000	3	9	1	231.6270	0
1.0000	1	10	2	77.5481	0
1.0100	1	1	1	41.4763	0
1.0100	2	2	2	27.2198	0
1.0100	3	3	3	5.5442	0
1.0100	1	4	4	7.6778	0
1.0100	2	5	1	24.4950	0
1.0100	3	6	2	32.2422	0
1.0100	1	7	3	5.7606	0
1.0100	2	8	4	976.2020	0
1.0100	3	9	1	287.7959	0
1.0100	1	10	2	39.3989	0
1.0200	1	1	1	28.7218	0
1.0200	2	2	2	6.8351	0
1.0200	3	3	3	14.7984	0
1.0200	1	4	4	5.0004	0
1.0200	2	5	1	74.2351	0
1.0200	3	6	2	164.4271	0
1.0200	1	7	3	3.6226	0
1.0200	2	8	4	457.0508	0
1.0200	3	9	1	312.9739	0
1.0200	1	10	2	68.4376	0
1.0300	1	1	1	36.9397	0
1.0300	2	2	2	15.8659	0
1.0300	3	3	3	3.6196	0
1.0300	1	4	4	3.0813	0
1.0300	2	5	1	48.2481	0
1.0300	3	6	2	85.7240	0
1.0300	1	7	3	4.4375	0
1.0300	2	8	4	1107.4105	0
1.0300	3	9	1	477.2401	0
1.0300	1	10	2	92.9534	0
1.0400	1	1	1	31.4245	0
1.0400	2	2	2	26.0286	0
1.0400	3	3	3	4.5909	0
1.0400	1	4	4	9.9506	0
1.0400	2	5	1	58.4673	0
1.0400	3	6	2	158.4355	0
1.0400	1	7	3	2.4479	0
1.0400	2	8	4	590.5510	0
1.0400	3	9	1	193.5479	0
1.0400	1	10	2	115.1182	0
1.0500	1	1	1	47.8229	0
1.0500	2	2	2	42.9400	0
1.0500	3	3	3	7.1185	0
1.0500	1	4	4	7.4440	0
1.0500	2	5	1	80.2728	0
1.0500	3	6	2	138.4268	0
1.0500	1	7	3	11.1628	0
1.0500	2	8	4	998.5554	0
1.0500	3	9	1	177.4663	0
1.0500	1	10	2	62.0353	0
1.0600	1	1	1	19.5396	0
1.0600	2	2	2	30.4553	0
1.0600	3	3	3	16.1002	0
1.0600	1	4	4	22.8520	0
1.0600	2	5	1	72.6084	0
1.0600	3	6	2	214.8843	0
1.0600	1	7	3	4.9656	0
1.0600	2	8	4	534.6575	0
1.0600	3	9	1	465.8942	0
1.0600	1	10	2	144.7216	0
1.0700	1	1	1	43.6520	0
1.0700	2	2	2	27.9269	0
1.0700	3	3	3	11.2472	0
1.0700	1	4	4	18.3278	0
1.0700	2	5	1	93.0378	0
1.0700	3	6	2	168.1812	0
1.0700	1	7	3	9.9640	0
1.0700	2	8	4	1200.7920	0
1.0700	3	9	1	265.0537	0
1.0700	1	10	2	176.0380	0
1.0800	1	1	1	22.7200	0
1.0800	2	2	2	39.4565	0
1.0800	3	3	3	5.8116	0
1.0800	1	4	4	12.0310	0
1.0800	2	5	1	36.0931	0
1.0800	3	6	2	175.5511	0
1.0800	1	7	3	6.9068	0
1.0800	2	8	4	472.6029	0
1.0800	3	9	1	413.5234	0
1.0800	1	10	2	98.9696	0
1.0900	1	1	1	67.2603	0
1.0900	2	2	2	25.2248	0
1.0900	3	3	3	12.5460	0
1.0900	1	4	4	7.0445	0
1.0900	2	5	1	42.1512	0
1.0900	3	6	2	114.3457	0
1.0900	1	7	3	10.8051	0
1.0900	2	8	4	2213.8334	0
1.0900	3	9	1	244.0887	0
1.0900	1	10	2	220.1291	0
1.1000	1	1	1	17.1073	0
1.1000	2	2	2	15.0769	0
1.1000	3	3	3	6.9703	0
1.1000	1	4	4	6.0876	0
1.1000	2	5	1	27.6405	0
1.1000	3	6	2	177.0659	0
1.1000	1	7	3	6.8401	0
1.1000	2	8	4	1262.2289	0
1.1000	3	9	1	503.8070	0
1.1000	1	10	2	157.0431	0
1.1100	1	1	1	65.0971	0
1.1100	2	2	2	26.1900	0
1.1100	3	3	3	6.4938	0
1.1100	1	4	4	19.1163	0
1.1100	2	5	1	45.2203	0
1.1100	3	6	2	98.4708	0
1.1100	1	7	3	7.1975	0
1.1100	2	8	4	720.4212	0
1.1100	3	9	1	313.0222	0
1.1100	1	10	2	168.4992	0
1.1200	1	1	1	58.3195	0
1.1200	2	2	2	18.4762	0
1.1200	3	3	3	9.2576	0
1.1200	1	4	4	19.8996	0
1.1200	2	5	1	77.0146	0
1.1200	3	6	2	406.9834	0
1.1200	1	7	3	13.8972	0
1.1200	2	8	4	1919.3060	0
1.1200	3	9	1	206.8352	0
1.1200	1	10	2	211.2010	0
1.1300	1	1	1	49.9863	0
1.1300	2	2	2	22.3516	0
1.1300	3	3	3	12.9112	0
1.1300	1	4	4	19.3351	0
1.1300	2	5	1	79.5766	0
1.1300	3	6	2	107.6950	0
1.1300	1	7	3	11.7144	0
1.1300	2	8	4	871.1532	0
1.1300	3	9	1	446.5409	0
1.1300	1	10	2	133.2234	0
1.1400	1	1	1	47.6609	0
1.1400	2	2	2	42.1907	0
1.1400	3	3	3	7.6171	0
1.1400	1	4	4	31.5360	0
1.1400	2	5	1	28.1103	0
1.1400	3	6	2	126.1305	0
1.1400	1	7	3	10.1563	0
1.1400	2	8	4	1573.7592	0
1.1400	3	9	1	397.0936	0
1.1400	1	10	2	153.5450	0
1.1500	1	1	1	65.4029	0
1.1500	2	2	2	27.3719	0
1.1500	3	3	3	23.9892	0
1.1500	1	4	4	19.4621	0
1.1500	2	5	1	99.8157	0
1.1500	3	6	2	109.3134	0
1.1500	1	7	3	8.4794	0
1.1500	2	8	4	1075.3092	0
1.1500	3	9	1	268.7936	0
1.1500	1	10	2	191.1163	0
1.1600	1	1	1	43.3063	0
1.1600	2	2	2	42.1885	0
1.1600	3	3	3	7.9056	0
1.1600	1	4	4	29.9034	0
1.1600	2	5	1	45.2856	0
1.1600	3	6	2	193.3563	0
1.1600	1	7	3	12.9780	0
1.1600	2	8	4	972.9528	0
1.1600	3	9	1	648.0763	0
1.1600	1	10	2	94.1936	0
1.1700	1	1	1	110.6871	0
1.1700	2	2	2	32.1023	0
1.1700	3	3	3	10.0527	0
1.1700	1	4	4	12.0689	0
1.1700	2	5	1	101.5324	0
1.1700	3	6	2	136.5213	0
1.1700	1	7	3	6.5247	0
1.1700	2	8	4	1168.1703	0
1.1700	3	9	1	260.2158	0
1.1700	1	10	2	392.2479	0
1.1800	1	1	1	44.5606	0
1.1800	2	2	2	47.7074	0
1.1800	3	3	3	14.8599	0
1.1800	1	4	4	8.9775	0
1.1800	2	5	1	71.1518	0
1.1800	3	6	2	261.4859	0
1.1800	1	7	3	8.6166	0
1.1800	2	8	4	2285.5576	0
1.1800	3	9	1	730.4412	0
1.1800	1	10	2	264.1137	0
1.1900	1	1	1	47.6193	0
1.1900	2	2	2	20.1270	0
1.1900	3	3	3	10.3488	0
1.1900	1	4	4	15.7324	0
1.1900	2	5	1	93.3295	0
1.1900	3	6	2	68.2053	0
1.1900	1	7	3	9.5246	0
1.1900	2	8	4	1443.6844	0
1.1900	3	9	1	408.5622	0
1.1900	1	10	2	318.9683	0
1.2000	1	1	1	72.5195	0
1.2000	2	2	2	61.4002	0
1.2000	3	3	3	12.6124	0
1.2000	1	4	4	22.4609	0
1.2000	2	5	1	156.4080	0
1.2000	3	6	2	344.2351	0
1.2000	1	7	3	5.8671	0
1.2000	2	8	4	1212.0017	0
1.2000	3	9	1	401.9000	0
1.2000	1	10	2	223.7318	0
1.2100	1	1	1	82.9139	0
1.2100	2	2	2	23.0999	0
1.2100	3	3	3	14.5484	0
1.2100	1	4	4	5.8238	0
1.2100	2	5	1	144.8414	0
1.2100	3	6	2	150.4179	0
1.2100	1	7	3	10.0760	0
1.2100	2	8	4	1195.5465	0
1.2100	3	9	1	808.3780	0
1.2100	1	10	2	48.9366	0
1.2200	1	1	1	60.5544	0
1.2200	2	2	2	32.6841	0
1.2200	3	3	3	11.5513	0
1.2200	1	4	4	33.0024	0
1.2200	2	5	1	50.0206	0
1.2200	3	6	2	274.3121	0
1.2200	1	7	3	11.6809	0
1.2200	2	8	4	2488.3502	0
1.2200	3	9	1	354.0645	0
1.2200	1	10	2	130.2124	0
1.2300	1	1	1	101.7724	0
1.2300	2	2	2	42.0255	0
1.2300	3	3	3	7.0359	0
1.2300	1	4	4	11.7054	0
1.2300	2	5	1	90.5398	0
1.2300	3	6	2	284.6996	0
1.2300	1	7	3	7.3001	0
1.2300	2	8	4	366.1885	0
1.2300	3	9	1	616.7556	0
1.2300	1	10	2	104.7442	0
1.2400	1	1	1	24.3625	0
1.2400	2	2	2	9.4136	0
1.2400	3	3	3	20.9352	0
1.2400	1	4	4	15.9862	0
1.2400	2	5	1	68.5813	0
1.2400	3	6	2	368.4788	0
1.2400	1	7	3	13.4404	0
1.2400	2	8	4	2962.0303	0
1.2400	3	9	1	256.2683	0
1.2400	1	10	2	181.5757	0
1.2500	1	1	1	29.3386	0
1.2500	2	2	2	31.2563	0
1.2500	3	3	3	12.8514	0
1.2500	1	4	4	20.1343	0
1.2500	2	5	1	77.8111	0
1.2500	3	6	2	259.3469	0
1.2500	1	7	3	13.8748	0
1.2500	2	8	4	3801.0817	0
1.2500	3	9	1	421.4778	0
1.2500	1	10	2	119.7720	0
1.2600	1	1	1	69.0886	0
1.2600	2	2	2	23.9754	0
1.2600	3	3	3	28.4757	0
1.2600	1	4	4	13.2245	0
1.2600	2	5	1	58.6437	0
1.2600	3	6	2	156.4388	0
1.2600	1	7	3	13.9518	0
1.2600	2	8	4	1308.5192	0
1.2600	3	9	1	362.1669	0
1.2600	1	10	2	397.2265	0
1.2700	1	1	1	41.4173	0
1.2700	2	2	2	35.1206	0
1.2700	3	3	3	19.3539	0
1.2700	1	4	4	7.0792	0
1.2700	2	5	1	94.5399	0
1.2700	3	6	2	119.0728	0
1.2700	1	7	3	14.5791	0
1.2700	2	8	4	899.5508	0
1.2700	3	9	1	666.8409	0
1.2700	1	10	2	305.7460	0
1.2800	1	1	1	90.7309	0
1.2800	2	2	2	38.5269	0
1.2800	3	3	3	12.7967	0
1.2800	1	4	4	11.4292	0
1.2800	2	5	1	148.1910	0
1.2800	3	6	2	139.3114	0
1.2800	1	7	3	6.1491	0
1.2800	2	8	4	1890.9560	0
1.2800	3	9	1	333.6513	0
1.2800	1	10	2	117.8239	0
1.2900	1	1	1	31.0911	0
1.2900	2	2	2	27.2149	0
1.2900	3	3	3	13.5739	0
1.2900	1	4	4	16.5123	0
1.2900	2	5	1	115.5487	0
1.2900	3	6	2	242.7471	0
1.2900	1	7	3	8.9937	0
1.2900	2	8	4	1258.5118	0
1.2900	3	9	1	603.1710	0
1.2900	1	10	2	324.8245	0
1.3000	1	1	1	63.2938	0
1.3000	2	2	2	27.0586	0
1.3000	3	3	3	8.8190	0
1.3000	1	4	4	7.4970	0
1.3000	2	5	1	100.1151	0
1.3000	3	6	2	245.5343	0
1.3000	1	7	3	12.6569	0
1.3000	2	8	4	1283.8271	0
1.3000	3	9	1	900.6125	0
1.3000	1	10	2	142.9069	0
1.3100	1	1	1	91.3626	0
1.3100	2	2	2	32.5086	0
1.3100	3	3	3	10.3738	0
1.3100	1	4	4	18.8822	0
1.3100	2	5	1	87.6575	0
1.3100	3	6	2	218.5380	0
1.3100	1	7	3	9.9249	0
1.3100	2	8	4	1319.0942	0
1.3100	3	9	1	1394.5734	0
1.3100	1	10	2	303.6296	0
1.3200	1	1	1	80.6854	0
1.3200	2	2	2	34.2470	0
1.3200	3	3	3	21.4562	0
1.3200	1	4	4	17.9333	0
1.3200	2	5	1	72.2134	0
1.3200	3	6	2	158.4655	0
1.3200	1	7	3	9.0532	0
1.3200	2	8	4	306.3970	0
1.3200	3	9	1	502.8082	0
1.3200	1	10	2	138.1379	0
1.3300	1	1	1	118.0885	0
1.3300	2	2	2	32.1792	0
1.3300	3	3	3	7.6520	0
1.3300	1	4	4	13.5372	0
1.3300	2	5	1	43.2112	0
1.3300	3	6	2	222.2148	0
1.3300	1	7	3	10.5346	0
1.3300	2	8	4	2010.8580	0
1.3300	3	9	1	310.8492	0
1.3300	1	10	2	172.2874	0
1.3400	1	1	1	29.5853	0
1.3400	2	2	2	43.0935	0
1.3400	3	3	3	16.4341	0
1.3400	1	4	4	17.0245	0
1.3400	2	5	1	68.4780	0
1.3400	3	6	2	211.5692	0
1.3400	1	7	3	18.8671	0
1.3400	2	8	4	1109.6883	0
1.3400	3	9	1	466.5105	0
1.3400	1	10	2	100.6081	0
1.3500	1	1	1	36.2940	0
1.3500	2	2	2	31.8480	0
1.3500	3	3	3	20.9974	0
1.3500	1	4	4	11.7507	0
1.3500	2	5	1	59.9033	0
1.3500	3	6	2	141.4255	0
1.3500	1	7	3	6.8753	0
1.3500	2	8	4	1414.5583	0
1.3500	3	9	1	214.3323	0
1.3500	1	10	2	292.0470	0
1.3600	1	1	1	38.8017	0
1.3600	2	2	2	41.3380	0
1.3600	3	3	3	6.8522	0
1.3600	1	4	4	17.5201	0
1.3600	2	5	1	88.6077	0
1.3600	3	6	2	198.2412	0
1.3600	1	7	3	5.4176	0
1.3600	2	8	4	1348.9166	0
1.3600	3	9	1	241.1997	0
1.3600	1	10	2	140.3334	0
1.3700	1	1	1	82.2915	0
1.3700	2	2	2	41.5763	0
1.3700	3	3	3	12.0337	0
1.3700	1	4	4	7.9863	0
1.3700	2	5	1	85.0622	0
1.3700	3	6	2	162.8420	0
1.3700	1	7	3	2.8587	0
1.3700	2	8	4	1675.4753	0
1.3700	3	9	1	399.6484	0
1.3700	1	10	2	266.5266	0
1.3800	1	1	1	29.9980	0
1.3800	2	2	2	6.4690	0
1.3800	3	3	3	13.1782	0
1.3800	1	4	4	13.8768	0
1.3800	2	5	1	28.1293	0
1.3800	3	6	2	99.7387	0
1.3800	1	7	3	28.7042	0
1.3800	2	8	4	984.3816	0
1.3800	3	9	1	548.7695	0
1.3800	1	10	2	110.1012	0
1.3900	1	1	1	18.3632	0
1.3900	2	2	2	25.0029	0
1.3900	3	3	3	9.9261	0
1.3900	1	4	4	9.7693	0
1.3900	2	5	1	56.2636	0
1.3900	3	6	2	171.1120	0
1.3900	1	7	3	7.2902	0
1.3900	2	8	4	612.8405	0
1.3900	3	9	1	474.5677	0
1.3900	1	10	2	58.6020	0
1.4000	1	1	1	18.0736	0
1.4000	2	2	2	36.7271	0
1.4000	3	3	3	13.6903	0
1.4000	1	4	4	11.0527	0
1.4000	2	5	1	30.1422	0
1.4000	3	6	2	105.6703	0
1.4000	1	7	3	6.6884	0
1.4000	2	8	4	508.2510	0
1.4000	3	9	1	260.8338	0
1.4000	1	10	2	187.6556	0
1.4100	1	1	1	86.4949	0
1.4100	2	2	2	20.7814	0
1.4100	3	3	3	14.8156	0
1.4100	1	4	4	4.5347	0
1.4100	2	5	1	74.9147	0
1.4100	3	6	2	97.5344	0
1.4100	1	7	3	8.3899	0
1.4100	2	8	4	912.2608	0
1.4100	3	9	1	649.6282	0
1.4100	1	10	2	89.6233	0
1.4200	1	1	1	57.6539	0
1.4200	2	2	2	21.3520	0
1.4200	3	3	3	9.3657	0
1.4200	1	4	4	9.6910	0
1.4200	2	5	1	36.0845	0
1.4200	3	6	2	135.1780	0
1.4200	1	7	3	6.8161	0
1.4200	2	8	4	1100.7676	0
1.4200	3	9	1	354.2103	0
1.4200	1	10	2	186.5026	0
1.4300	1	1	1	63.5649	0
1.4300	2	2	2	14.4020	0
1.4300	3	3	3	14.4598	0
1.4300	1	4	4	5.8760	0
1.4300	2	5	1	67.1790	0
1.4300	3	6	2	174.1330	0
1.4300	1	7	3	2.7990	0
1.4300	2	8	4	989.1248	0
1.4300	3	9	1	264.1609	0
1.4300	1	10	2	87.6073	0
1.4400	1	1	1	74.3686	0
1.4400	2	2	2	16.6156	0
1.4400	3	3	3	6.4244	0
1.4400	1	4	4	10.0969	0
1.4400	2	5	1	67.5280	0
1.4400	3	6	2	117.8439	0
1.4400	1	7	3	11.0981	0
1.4400	2	8	4	1162.9311	0
1.4400	3	9	1	115.5125	0
1.4400	1	10	2	93.5629	0
1.4500	1	1	1	29.5882	0
1.4500	2	2	2	26.8777	0
1.4500	3	3	3	2.6694	0
1.4500	1	4	4	30.2776	0
1.4500	2	5	1	60.3725	0
1.4500	3	6	2	129.3243	0
1.4500	1	7	3	10.7289	0
1.4500	2	8	4	2572.5118	0
1.4500	3	9	1	451.5319	0
1.4500	1	10	2	177.4302	0
1.4600	1	1	1	39.0415	0
1.4600	2	2	2	19.3694	0
1.4600	3	3	3	6.8885	0
1.4600	1	4	4	6.1376	0
1.4600	2	5	1	33.0471	0
1.4600	3	6	2	62.1864	0
1.4600	1	7	3	5.7673	0
1.4600	2	8	4	386.0068	0
1.4600	3	9	1	316.6827	0
1.4600	1	10	2	108.1187	0
1.4700	1	1	1	37.7036	0
1.4700	2	2	2	15.5813	0
1.4700	3	3	3	33.9047	0
1.4700	1	4	4	16.1009	0
1.4700	2	5	1	24.5039	0
1.4700	3	6	2	123.5912	0
1.4700	1	7	3	4.3266	0
1.4700	2	8	4	503.7788	0
1.4700	3	9	1	149.9802	0
1.4700	1	10	2	128.5931	0
1.4800	1	1	1	24.6664	0
1.4800	2	2	2	29.6469	0
1.4800	3	3	3	12.4460	0
1.4800	1	4	4	15.5238	0
1.4800	2	5	1	28.1223	0
1.4800	3	6	2	132.3953	0
1.4800	1	7	3	7.3389	0
1.4800	2	8	4	618.9931	0
1.4800	3	9	1	186.6722	0
1.4800	1	10	2	211.8673	0
1.4900	1	1	1	35.9019	0
1.4900	2	2	2	24.3694	0
1.4900	3	3	3	5.1653	0
1.4900	1	4	4	4.5040	0
1.4900	2	5	1	30.6815	0
1.4900	3	6	2	96.2127	0
1.4900	1	7	3	3.2176	0
1.4900	2	8	4	734.1582	0
1.4900	3	9	1	117.2115	0
1.4900	1	10	2	57.7281	0
1.5000	1	1	1	42.1661	0
1.5000	2	2	2	22.9918	0
1.5000	3	3	3	6.0297	0
1.5000	1	4	4	4.7322	0
1.5000	2	5	1	23.7929	0
1.5000	3	6	2	82.1383	0
1.5000	1	7	3	6.7677	0
1.5000	2	8	4	1082.8558	0
1.5000	3	9	1	194.3246	0
1.5000	1	10	2	54.4329	0
1.5100	1	1	1	33.5361	0
1.5100	2	2	2	11.4096	0
1.5100	3	3	3	5.4474	0
1.5100	1	4	4	13.3301	0
1.5100	2	5	1	53.5198	0
1.5100	3	6	2	100.4517	0
1.5100	1	7	3	2.6811	0
1.5100	2	8	4	745.3558	0
1.5100	3	9	1	381.5297	0
1.5100	1	10	2	74.5755	0
1.5200	1	1	1	52.8938	0
1.5200	2	2	2	28.9577	0
1.5200	3	3	3	14.2502	0
1.5200	1	4	4	7.9811	0
1.5200	2	5	1	45.8994	0
1.5200	3	6	2	171.5683	0
1.5200	1	7	3	5.6678	0
1.5200	2	8	4	514.1321	0
1.5200	3	9	1	182.1904	0
1.5200	1	10	2	94.7700	0
1.5300	1	1	1	15.0126	0
1.5300	2	2	2	14.3202	0
1.5300	3	3	3	10.5140	0
1.5300	1	4	4	2.4219	0
1.5300	2	5	1	68.0159	0
1.5300	3	6	2	143.7011	0
1.5300	1	7	3	3.5758	0
1.5300	2	8	4	796.8659	0
1.5300	3	9	1	214.9063	0
1.5300	1	10	2	143.3321	0
1.5400	1	1	1	40.9931	0
1.5400	2	2	2	7.6947	0
1.5400	3	3	3	7.9711	0
1.5400	1	4	4	5.7927	0
1.5400	2	5	1	33.4109	0
1.5400	3	6	2	58.7433	0
