% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	DLdelay	DLdelayMin	DLdelayMax	DLdelayStdDev	PDUSize	PDUSizeMin	PDUSizeMax	PDUSizeStdDev
1.7000	1.8000	3	3	3	3	967	1413253	958	1398965	2.234358e-03	1.117179e-03	6.703075e-03	6.703075e-04	1552.81	776.40	2329.21	310.56
1.7000	1.8000	1	4	4	3	791	1155792	767	1120897	3.507789e-03	1.753895e-03	1.052337e-02	1.052337e-03	1427.46	713.73	2141.19	285.49
1.7000	1.8000	2	5	1	3	373	544870	366	534503	2.371121e-03	1.185560e-03	7.113362e-03	7.113362e-04	1424.90	712.45	2137.35	284.98
1.7000	1.8000	3	6	2	3	305	446629	299	437253	2.714652e-03	1.357326e-03	8.143957e-03	8.143957e-04	1491.51	745.75	2237.26	298.30
1.7000	1.8000	1	7	3	3	244	357454	235	343932	4.642469e-03	2.321235e-03	1.392741e-02	1.392741e-03	1331.60	665.80	1997.40	266.32
1.7000	1.8000	2	8	4	3	1039	1517229	1002	1462978	1.605721e-03	8.028604e-04	4.817162e-03	4.817162e-04	1548.48	774.24	2322.73	309.70
1.7000	1.8000	3	9	1	3	761	1111648	739	1079051	6.972419e-04	3.486209e-04	2.091726e-03	2.091726e-04	1366.90	683.45	2050.34	273.38
1.7000	1.8000	1	10	2	3	930	1358503	910	1329112	1.357158e-03	6.785788e-04	4.071473e-03	4.071473e-04	1595.17	797.59	2392.76	319.03
1.8000	1.9000	1	1	1	3	591	864003	590	861903	3.047898e-03	1.523949e-03	9.143694e-03	9.143694e-04	1553.20	776.60	2329.80	310.64
1.8000	1.9000	2	2	2	3	1143	1669033	1134	1655669	4.510113e-03	2.255057e-03	1.353034e-02	1.353034e-03	1417.20	708.60	2125.80	283.44
1.8000	1.9000	3	3	3	3	904	1320619	889	1298667	5.681230e-04	2.840615e-04	1.704369e-03	1.704369e-04	1496.17	748.08	2244.25	299.23
1.8000	1.9000	1	4	4	3	864	1261569	830	1212162	5.690013e-04	2.845007e-04	1.707004e-03	1.707004e-04	1320.90	660.45	1981.35	264.18
1.8000	1.9000	2	5	1	3	335	489494	328	479568	2.534158e-03	1.267079e-03	7.602473e-03	7.602473e-04	1602.43	801.22	2403.65	320.49
1.8000	1.9000	3	6	2	3	348	508155	342	500340	4.957154e-03	2.478577e-03	1.487146e-02	1.487146e-03	1351.49	675.75	2027.24	270.30
1.8000	1.9000	1	7	3	3	231	337857	220	322411	4.481535e-03	2.240768e-03	1.344461e-02	1.344461e-03	1370.03	685.01	2055.04	274.01
1.8000	1.9000	2	8	4	3	1137	1660360	1084	1582955	4.021747e-03	2.010873e-03	1.206524e-02	1.206524e-03	1382.24	691.12	2073.37	276.45
1.8000	1.9000	3	9	1	3	704	1028473	680	994173	3.380486e-03	1.690243e-03	1.014146e-02	1.014146e-03	1604.29	802.14	2406.43	320.86
1.8000	1.9000	1	10	2	3	925	1351245	905	1321672	4.792364e-03	2.396182e-03	1.437709e-02	1.437709e-03	1365.19	682.59	2047.78	273.04
1.9000	2.0000	1	1	1	3	584	853852	577	843441	1.803100e-03	9.015502e-04	5.409301e-03	5.409301e-04	1508.15	754.08	2262.23	301.63
1.9000	2.0000	2	2	2	3	1162	1696880	1161	1696242	4.642305e-03	2.321152e-03	1.392691e-02	1.392691e-03	1471.67	735.83	2207.50	294.33
1.9000	2.0000	3	3	3	3	901	1315777	861	1258390	4.147731e-03	2.073866e-03	1.244319e-02	1.244319e-03	1542.35	771.18	2313.53	308.47
1.9000	2.0000	1	4	4	3	804	1174763	767	1121172	4.691093e-03	2.345547e-03	1.407328e-02	1.407328e-03	1475.71	737.86	2213.57	295.14
1.9000	2.0000	2	5	1	3	351	513313	350	511244	2.535121e-03	1.267561e-03	7.605363e-03	7.605363e-04	1603.71	801.86	2405.57	320.74
1.9000	2.0000	3	6	2	3	313	457707	303	443532	4.402074e-03	2.201037e-03	1.320622e-02	1.320622e-03	1567.47	783.74	2351.21	313.49
1.9000	2.0000	1	7	3	3	233	341373	224	327266	3.505260e-03	1.752630e-03	1.051578e-02	1.051578e-03	1415.06	707.53	2122.59	283.01
1.9000	2.0000	2	8	4	3	1133	1655462	1111	1622870	3.847568e-03	1.923784e-03	1.154270e-02	1.154270e-03	1365.05	682.53	2047.58	273.01
1.9000	2.0000	3	9	1	3	737	1076861	701	1024407	7.623148e-04	3.811574e-04	2.286944e-03	2.286944e-04	1595.23	797.61	2392.84	319.05
1.9000	2.0000	1	10	2	3	962	1405133	935	1365754	6.177570e-04	3.088785e-04	1.853271e-03	1.853271e-04	1501.12	750.56	2251.68	300.22
2.0000	2.1000	1	1	1	3	581	849464	554	809461	4.974845e-03	2.487422e-03	1.492453e-02	1.492453e-03	1330.87	665.44	1996.31	266.17
2.0000	2.1000	2	2	2	3	1191	1739860	1173	1713080	4.052298e-04	2.026149e-04	1.215689e-03	1.215689e-04	1462.75	731.38	2194.13	292.55
2.0000	2.1000	3	3	3	3	905	1321368	883	1290120	2.187809e-03	1.093904e-03	6.563426e-03	6.563426e-04	1352.17	676.08	2028.25	270.43
2.0000	2.1000	1	4	4	3	788	1151278	781	1141350	3.694710e-03	1.847355e-03	1.108413e-02	1.108413e-03	1538.64	769.32	2307.96	307.73
2.0000	2.1000	2	5	1	3	335	489777	327	478397	1.154489e-03	5.772446e-04	3.463468e-03	3.463468e-04	1317.54	658.77	1976.31	263.51
2.0000	2.1000	3	6	2	3	301	440889	288	421263	2.785001e-03	1.392501e-03	8.355004e-03	8.355004e-04	1446.68	723.34	2170.02	289.34
2.0000	2.1000	1	7	3	3	230	336752	227	332329	2.432489e-03	1.216244e-03	7.297467e-03	7.297467e-04	1423.76	711.88	2135.64	284.75
2.0000	2.1000	2	8	4	3	1097	1602085	1080	1577103	2.244255e-03	1.122128e-03	6.732766e-03	6.732766e-04	1388.36	694.18	2082.55	277.67
2.0000	2.1000	3	9	1	3	815	1191064	801	1170777	4.486077e-03	2.243038e-03	1.345823e-02	1.345823e-03	1499.91	749.95	2249.86	299.98
2.0000	2.1000	1	10	2	3	981	1432830	957	1397884	3.433116e-03	1.716558e-03	1.029935e-02	1.029935e-03	1326.17	663.08	1989.25	265.23
2.1000	2.2000	1	1	1	3	548	800793	530	774755	3.895802e-03	1.947901e-03	1.168741e-02	1.168741e-03	1507.12	753.56	2260.68	301.42
2.1000	2.2000	2	2	2	3	1302	1901322	1254	1831452	2.026303e-04	1.013152e-04	6.078909e-04	6.078909e-05	1337.99	669.00	2006.99	267.60
2.1000	2.2000	3	3	3	3	773	1129263	742	1084413	6.947934e-04	3.473967e-04	2.084380e-03	2.084380e-04	1493.58	746.79	2240.38	298.72
2.1000	2.2000	1	4	4	3	810	1183474	809	1182288	3.049220e-03	1.524610e-03	9.147659e-03	9.147659e-04	1484.07	742.03	2226.10	296.81
2.1000	2.2000	2	5	1	3	338	494342	337	492564	1.200616e-03	6.003082e-04	3.601849e-03	3.601849e-04	1422.67	711.34	2134.01	284.53
2.1000	2.2000	3	6	2	3	288	420507	286	418129	3.264473e-03	1.632236e-03	9.793419e-03	9.793419e-04	1397.48	698.74	2096.23	279.50
2.1000	2.2000	1	7	3	3	233	341508	231	337325	2.356644e-03	1.178322e-03	7.069931e-03	7.069931e-04	1559.86	779.93	2339.80	311.97
2.1000	2.2000	2	8	4	3	1145	1672538	1144	1671255	4.693202e-03	2.346601e-03	1.407960e-02	1.407960e-03	1326.61	663.30	1989.91	265.32
2.1000	2.2000	3	9	1	3	690	1008690	673	983767	4.219445e-03	2.109722e-03	1.265833e-02	1.265833e-03	1527.98	763.99	2291.97	305.60
2.1000	2.2000	1	10	2	3	986	1440221	971	1417817	4.379282e-03	2.189641e-03	1.313785e-02	1.313785e-03	1499.80	749.90	2249.70	299.96
2.2000	2.3000	1	1	1	3	581	849654	576	841160	1.099775e-03	5.498873e-04	3.299324e-03	3.299324e-04	1476.08	738.04	2214.13	295.22
2.2000	2.3000	2	2	2	3	1302	1902303	1273	1859903	1.256251e-04	6.281255e-05	3.768753e-04	3.768753e-05	1536.21	768.10	2304.31	307.24
2.2000	2.3000	3	3	3	3	794	1159561	767	1120537	8.295514e-04	4.147757e-04	2.488654e-03	2.488654e-04	1403.24	701.62	2104.85	280.65
2.2000	2.3000	1	4	4	3	909	1328408	904	1320849	3.005917e-03	1.502959e-03	9.017752e-03	9.017752e-04	1428.33	714.16	2142.49	285.67
2.2000	2.3000	2	5	1	3	318	465119	315	460332	5.556541e-04	2.778271e-04	1.666962e-03	1.666962e-04	1485.76	742.88	2228.63	297.15
2.2000	2.3000	3	6	2	3	301	439510	294	429855	3.057090e-03	1.528545e-03	9.171269e-03	9.171269e-04	1511.53	755.76	2267.29	302.31
2.2000	2.3000	1	7	3	3	226	330297	215	314749	1.737768e-03	8.688839e-04	5.213303e-03	5.213303e-04	1543.19	771.59	2314.78	308.64
2.2000	2.3000	2	8	4	3	1070	1562916	1034	1510417	2.226695e-03	1.113347e-03	6.680085e-03	6.680085e-04	1339.87	669.94	2009.81	267.97
2.2000	2.3000	3	9	1	3	646	943339	634	926178	3.949693e-03	1.974846e-03	1.184908e-02	1.184908e-03	1348.55	674.28	2022.83	269.71
2.2000	2.3000	1	10	2	3	1049	1532597	1006	1470103	1.874954e-03	9.374768e-04	5.624861e-03	5.624861e-04	1411.68	705.84	2117.52	282.34
2.3000	2.4000	1	1	1	3	592	864676	571	834357	4.709328e-03	2.354664e-03	1.412798e-02	1.412798e-03	1389.71	694.86	2084.57	277.94
2.3000	2.4000	2	2	2	3	1260	1841004	1226	1791129	2.466547e-03	1.233274e-03	7.399642e-03	7.399642e-04	1352.98	676.49	2029.46	270.60
2.3000	2.4000	3	3	3	3	106	155905	105	154077	8.786500e-04	4.393250e-04	2.635950e-03	2.635950e-04	1492.19	746.09	2238.28	298.44
2.3000	2.4000	1	4	4	3	833	1216696	802	1171782	1.310196e-03	6.550981e-04	3.930588e-03	3.930588e-04	1578.63	789.31	2367.94	315.73
2.3000	2.4000	2	5	1	3	370	541110	353	515823	2.489099e-03	1.244549e-03	7.467297e-03	7.467297e-04	1323.82	661.91	1985.72	264.76
2.3000	2.4000	3	6	2	3	234	342734	227	331549	4.509183e-03	2.254592e-03	1.352755e-02	1.352755e-03	1320.37	660.19	1980.56	264.07
2.3000	2.4000	1	7	3	3	217	317479	214	313206	4.908356e-03	2.454178e-03	1.472507e-02	1.472507e-03	1388.91	694.45	2083.36	277.78
2.3000	2.4000	2	8	4	3	1161	1696192	1139	1662991	1.812581e-03	9.062906e-04	5.437744e-03	5.437744e-04	1347.32	673.66	2020.97	269.46
2.3000	2.4000	3	9	1	3	657	959827	641	936953	6.623675e-04	3.311837e-04	1.987102e-03	1.987102e-04	1565.16	782.58	2347.74	313.03
2.3000	2.4000	1	10	2	3	919	1342661	894	1306295	2.475012e-03	1.237506e-03	7.425035e-03	7.425035e-04	1362.41	681.20	2043.61	272.48
2.4000	2.5000	1	1	1	3	518	757183	509	743969	2.772616e-03	1.386308e-03	8.317848e-03	8.317848e-04	1332.18	666.09	1998.28	266.44
2.4000	2.5000	2	2	2	3	1189	1736938	1139	1664395	1.718054e-03	8.590269e-04	5.154161e-03	5.154161e-04	1534.97	767.49	2302.46	306.99
2.4000	2.5000	3	3	3	3	97	141848	97	141741	3.882861e-03	1.941431e-03	1.164858e-02	1.164858e-03	1321.93	660.97	1982.90	264.39
2.4000	2.5000	1	4	4	3	829	1211785	792	1157586	3.318223e-03	1.659111e-03	9.954668e-03	9.954668e-04	1554.05	777.03	2331.08	310.81
2.4000	2.5000	2	5	1	3	346	506382	334	488332	3.984987e-03	1.992493e-03	1.195496e-02	1.195496e-03	1482.66	741.33	2223.99	296.53
2.4000	2.5000	3	6	2	3	255	372635	244	356946	3.509906e-03	1.754953e-03	1.052972e-02	1.052972e-03	1545.63	772.82	2318.45	309.13
2.4000	2.5000	1	7	3	3	231	338621	222	324809	4.480550e-03	2.240275e-03	1.344165e-02	1.344165e-03	1505.05	752.53	2257.58	301.01
2.4000	2.5000	2	8	4	3	1136	1659543	1134	1656815	2.147029e-03	1.073514e-03	6.441086e-03	6.441086e-04	1601.36	800.68	2402.04	320.27
2.4000	2.5000	3	9	1	3	613	896429	588	858879	1.617768e-04	8.088842e-05	4.853305e-04	4.853305e-05	1477.45	738.72	2216.17	295.49
2.4000	2.5000	1	10	2	3	968	1414230	929	1356770	4.305068e-03	2.152534e-03	1.291520e-02	1.291520e-03	1553.17	776.58	2329.75	310.63
2.5000	2.6000	1	1	1	3	626	915173	609	890429	1.853212e-03	9.266058e-04	5.559635e-03	5.559635e-04	1458.31	729.16	2187.47	291.66
2.5000	2.6000	2	2	2	3	1281	1870352	1223	1786245	1.275383e-03	6.376916e-04	3.826149e-03	3.826149e-04	1355.46	677.73	2033.18	271.09
2.5000	2.6000	2	3	3	3	104	152709	101	147764	4.223093e-03	2.111547e-03	1.266928e-02	1.266928e-03	1451.62	725.81	2177.42	290.32
2.5000	2.6000	1	4	4	3	788	1150732	775	1132684	4.412416e-04	2.206208e-04	1.323725e-03	1.323725e-04	1365.07	682.53	2047.60	273.01
2.5000	2.6000	2	5	1	3	359	525466	354	517430	2.612008e-03	1.306004e-03	7.836025e-03	7.836025e-04	1403.15	701.58	2104.73	280.63
2.5000	2.6000	3	6	2	3	247	361499	246	359171	3.853717e-03	1.926859e-03	1.156115e-02	1.156115e-03	1544.23	772.11	2316.34	308.85
2.5000	2.6000	1	7	3	3	243	355967	232	340144	2.290572e-03	1.145286e-03	6.871716e-03	6.871716e-04	1448.42	724.21	2172.64	289.68
2.5000	2.6000	2	8	4	3	1104	1613169	1090	1592190	4.598575e-03	2.299288e-03	1.379573e-02	1.379573e-03	1395.77	697.89	2093.66	279.15
2.5000	2.6000	3	9	1	3	609	890491	579	846768	4.817771e-03	2.408885e-03	1.445331e-02	1.445331e-03	1526.19	763.09	2289.28	305.24
2.5000	2.6000	1	10	2	3	976	1426339	932	1361906	1.285280e-03	6.426399e-04	3.855839e-03	3.855839e-04	1317.62	658.81	1976.43	263.52
2.6000	2.7000	1	1	1	3	557	813391	549	802946	3.358999e-04	1.679499e-04	1.007700e-03	1.007700e-04	1577.65	788.82	2366.47	315.53
2.6000	2.7000	2	2	2	3	1222	1785536	1210	1767196	2.698843e-04	1.349422e-04	8.096529e-04	8.096529e-05	1484.18	742.09	2226.27	296.84
2.6000	2.7000	2	3	3	3	94	137274	89	131054	4.557171e-03	2.278586e-03	1.367151e-02	1.367151e-03	1509.41	754.70	2264.11	301.88
2.6000	2.7000	1	4	4	3	724	1057541	699	1021423	2.229520e-03	1.114760e-03	6.688561e-03	6.688561e-04	1539.97	769.99	2309.96	307.99
2.6000	2.7000	2	5	1	3	372	544121	365	533012	3.542905e-03	1.771453e-03	1.062872e-02	1.062872e-03	1383.33	691.67	2075.00	276.67
2.6000	2.7000	3	6	2	3	253	369714	252	368799	3.043190e-03	1.521595e-03	9.129571e-03	9.129571e-04	1531.13	765.56	2296.69	306.23
2.6000	2.7000	1	7	3	3	227	331601	221	322854	3.236789e-04	1.618394e-04	9.710366e-04	9.710366e-05	1354.89	677.44	2032.33	270.98
2.6000	2.7000	2	8	4	3	1055	1540985	1034	1510995	1.475348e-03	7.376739e-04	4.426043e-03	4.426043e-04	1374.44	687.22	2061.66	274.89
2.6000	2.7000	3	9	1	3	547	800076	542	792178	2.903038e-03	1.451519e-03	8.709115e-03	8.709115e-04	1463.70	731.85	2195.55	292.74
2.6000	2.7000	1	10	2	3	969	1415548	926	1352827	1.791593e-03	8.957967e-04	5.374780e-03	5.374780e-04	1462.16	731.08	2193.25	292.43
2.7000	2.8000	1	1	1	3	567	828214	550	804271	2.114003e-03	1.057002e-03	6.342010e-03	6.342010e-04	1579.02	789.51	2368.53	315.80
2.7000	2.8000	2	2	2	3	1199	1751558	1155	1686540	3.916710e-04	1.958355e-04	1.175013e-03	1.175013e-04	1490.31	745.15	2235.46	298.06
2.7000	2.8000	2	3	3	3	550	803388	526	768080	2.152844e-03	1.076422e-03	6.458533e-03	6.458533e-04	1533.34	766.67	2300.02	306.67
2.7000	2.8000	1	4	4	3	844	1233131	831	1213318	1.873408e-03	9.367040e-04	5.620224e-03	5.620224e-04	1487.35	743.67	2231.02	297.47
2.7000	2.8000	2	5	1	3	361	527526	356	520245	6.907362e-04	3.453681e-04	2.072209e-03	2.072209e-04	1577.52	788.76	2366.27	315.50
2.7000	2.8000	3	6	2	3	215	314356	207	303275	2.481402e-03	1.240701e-03	7.444207e-03	7.444207e-04	1482.54	741.27	2223.81	296.51
2.7000	2.8000	1	7	3	3	250	366180	246	359813	4.243461e-03	2.121731e-03	1.273038e-02	1.273038e-03	1516.21	758.10	2274.31	303.24
2.7000	2.8000	2	8	4	3	1192	1740461	1159	1692286	4.012064e-03	2.006032e-03	1.203619e-02	1.203619e-03	1554.15	777.07	2331.22	310.83
2.7000	2.8000	3	9	1	3	546	797679	529	772598	3.045263e-03	1.522632e-03	9.135790e-03	9.135790e-04	1520.03	760.02	2280.05	304.01
2.7000	2.8000	1	10	2	3	906	1323184	901	1315912	1.794800e-03	8.973998e-04	5.384399e-03	5.384399e-04	1359.10	679.55	2038.65	271.82
2.8000	2.9000	1	1	1	3	571	834493	554	809859	1.624966e-03	8.124829e-04	4.874897e-03	4.874897e-04	1511.72	755.86	2267.58	302.34
2.8000	2.9000	2	2	2	3	1227	1792540	1208	1764600	7.887095e-04	3.943548e-04	2.366129e-03	2.366129e-04	1455.79	727.90	2183.69	291.16
2.8000	2.9000	2	3	3	3	568	830152	541	789929	2.001135e-03	1.000568e-03	6.003405e-03	6.003405e-04	1360.73	680.36	2041.09	272.15
2.8000	2.9000	1	4	4	3	861	1257115	822	1201559	4.784002e-03	2.392001e-03	1.435201e-02	1.435201e-03	1405.68	702.84	2108.52	281.14
2.8000	2.9000	2	5	1	3	343	500828	332	485440	1.767897e-03	8.839484e-04	5.303690e-03	5.303690e-04	1472.09	736.05	2208.14	294.42
2.8000	2.9000	3	6	2	3	209	306309	203	297739	1.581433e-03	7.907165e-04	4.744299e-03	4.744299e-04	1389.73	694.86	2084.59	277.95
2.8000	2.9000	1	7	3	3	212	310303	208	303793	7.820638e-04	3.910319e-04	2.346192e-03	2.346192e-04	1443.66	721.83	2165.49	288.73
2.8000	2.9000	2	8	4	3	1197	1748780	1175	1715610	1.086429e-03	5.432147e-04	3.259288e-03	3.259288e-04	1429.38	714.69	2144.07	285.88
2.8000	2.9000	3	9	1	3	501	732458	489	715369	4.362849e-03	2.181424e-03	1.308855e-02	1.308855e-03	1352.15	676.08	2028.23	270.43
2.8000	2.9000	1	10	2	3	989	1444147	986	1440106	8.291003e-04	4.145501e-04	2.487301e-03	2.487301e-04	1449.10	724.55	2173.65	289.82
2.9000	3.0000	1	1	1	3	535	782508	516	754563	1.095793e-03	5.478966e-04	3.287379e-03	3.287379e-04	1536.45	768.22	2304.67	307.29
2.9000	3.0000	2	2	2	3	1294	1889687	1293	1887867	2.097163e-03	1.048581e-03	6.291488e-03	6.291488e-04	1555.64	777.82	2333.45	311.13
2.9000	3.0000	2	3	3	3	542	791709	538	785928	2.251834e-03	1.125917e-03	6.755502e-03	6.755502e-04	1561.31	780.66	2341.97	312.26
2.9000	3.0000	1	4	4	3	862	1259110	846	1235601	4.639275e-03	2.319637e-03	1.391782e-02	1.391782e-03	1319.58	659.79	1979.37	263.92
2.9000	3.0000	2	5	1	3	331	484071	319	467113	1.857706e-03	9.288530e-04	5.573118e-03	5.573118e-04	1548.90	774.45	2323.34	309.78
2.9000	3.0000	3	6	2	3	200	293004	193	282670	1.701449e-04	8.507243e-05	5.104346e-04	5.104346e-05	1529.46	764.73	2294.19	305.89
2.9000	3.0000	1	7	3	3	245	358168	241	352053	3.853968e-03	1.926984e-03	1.156190e-02	1.156190e-03	1561.01	780.50	2341.51	312.20
2.9000	3.0000	2	8	4	3	1126	1644021	1092	1595284	4.234482e-04	2.117241e-04	1.270345e-03	1.270345e-04	1415.86	707.93	2123.78	283.17
2.9000	3.0000	3	9	1	3	422	616940	403	588463	2.553059e-03	1.276529e-03	7.659177e-03	7.659177e-04	1546.00	773.00	2319.00	309.20
2.9000	3.0000	1	10	2	3	882	1288039	848	1238603	1.476922e-03	7.384610e-04	4.430766e-03	4.430766e-04	1548.62	774.31	2322.93	309.72
3.0000	3.1000	1	1	1	3	580	847271	557	814482	3.238333e-03	1.619166e-03	9.714998e-03	9.714998e-04	1599.86	799.93	2399.79	319.97
3.0000	3.1000	2	2	2	3	1043	1523923	1022	1492367	3.161441e-03	1.580720e-03	9.484323e-03	9.484323e-04	1334.96	667.48	2002.44	266.99
3.0000	3.1000	2	3	3	3	528	771763	516	754494	2.648832e-03	1.324416e-03	7.946497e-03	7.946497e-04	1355.72	677.86	2033.58	271.14
3.0000	3.1000	1	4	4	3	808	1180344	793	1158481	3.662270e-04	1.831135e-04	1.098681e-03	1.098681e-04	1532.60	766.30	2298.91	306.52
3.0000	3.1000	2	5	1	3	339	495275	336	491296	1.187176e-04	5.935881e-05	3.561529e-04	3.561529e-05	1386.07	693.04	2079.11	277.21
3.0000	3.1000	3	6	2	3	168	245917	167	243983	1.635405e-03	8.177024e-04	4.906214e-03	4.906214e-04	1544.37	772.18	2316.55	308.87
3.0000	3.1000	1	7	3	3	240	351109	229	335121	3.466394e-03	1.733197e-03	1.039918e-02	1.039918e-03	1458.19	729.10	2187.29	291.64
3.0000	3.1000	2	8	4	3	1190	1737545	1188	1734595	3.829085e-03	1.914543e-03	1.148726e-02	1.148726e-03	1591.63	795.81	2387.44	318.33
3.0000	3.1000	3	9	1	3	453	662217	431	630701	1.864247e-03	9.321236e-04	5.592742e-03	5.592742e-04	1593.39	796.69	2390.08	318.68
3.0000	3.1000	1	10	2	3	932	1362063	903	1319145	3.565396e-04	1.782698e-04	1.069619e-03	1.069619e-04	1538.13	769.06	2307.19	307.63
3.1000	3.2000	1	1	1	3	606	885339	590	861978	4.412768e-03	2.206384e-03	1.323830e-02	1.323830e-03	1377.00	688.50	2065.49	275.40
3.1000	3.2000	2	2	2	3	1252	1828691	1236	1804789	1.646574e-03	8.232870e-04	4.939722e-03	4.939722e-04	1502.29	751.15	2253.44	300.46
3.1000	3.2000	2	3	3	3	479	700324	464	678186	3.846506e-04	1.923253e-04	1.153952e-03	1.153952e-04	1346.56	673.28	2019.84	269.31
3.1000	3.2000	1	4	4	3	827	1208843	806	1178190	2.081020e-03	1.040510e-03	6.243059e-03	6.243059e-04	1469.03	734.52	2203.55	293.81
3.1000	3.2000	2	5	1	3	345	504095	339	495967	1.628133e-03	8.140665e-04	4.884399e-03	4.884399e-04	1540.01	770.00	2310.01	308.00
3.1000	3.2000	3	6	2	3	176	257423	168	246099	1.401356e-03	7.006779e-04	4.204068e-03	4.204068e-04	1319.13	659.56	1978.69	263.83
3.1000	3.2000	1	7	3	3	221	323049	210	306918	1.569023e-03	7.845113e-04	4.707068e-03	4.707068e-04	1502.77	751.38	2254.15	300.55
3.1000	3.2000	2	8	4	3	1145	1671902	1132	1653542	2.344179e-03	1.172090e-03	7.032538e-03	7.032538e-04	1430.22	715.11	2145.33	286.04
3.1000	3.2000	3	9	1	3	413	603692	408	596068	2.421668e-03	1.210834e-03	7.265004e-03	7.265004e-04	1330.89	665.45	1996.34	266.18
3.1000	3.2000	1	10	2	3	960	1402080	958	1399469	4.704647e-04	2.352323e-04	1.411394e-03	1.411394e-04	1420.78	710.39	2131.17	284.16
3.2000	3.3000	1	1	1	3	625	913650	612	894385	8.201173e-04	4.100586e-04	2.460352e-03	2.460352e-04	1550.85	775.42	2326.27	310.17
3.2000	3.3000	2	2	2	3	1179	1722139	1174	1715033	1.523472e-03	7.617360e-04	4.570416e-03	4.570416e-04	1451.24	725.62	2176.85	290.25
3.2000	3.3000	2	3	3	3	442	646717	423	618723	4.793877e-03	2.396939e-03	1.438163e-02	1.438163e-03	1468.66	734.33	2202.99	293.73
3.2000	3.3000	1	4	4	3	829	1211200	821	1199509	2.352358e-03	1.176179e-03	7.057074e-03	7.057074e-04	1473.60	736.80	2210.40	294.72
3.2000	3.3000	2	5	1	3	320	467680	305	445464	4.233883e-03	2.116942e-03	1.270165e-02	1.270165e-03	1600.51	800.25	2400.76	320.10
3.2000	3.3000	3	6	2	3	148	217197	144	211082	3.008449e-03	1.504224e-03	9.025346e-03	9.025346e-04	1335.34	667.67	2003.01	267.07
3.2000	3.3000	1	7	3	3	240	351719	237	347451	8.921900e-04	4.460950e-04	2.676570e-03	2.676570e-04	1453.25	726.63	2179.88	290.65
3.2000	3.3000	2	8	4	3	1081	1578269	1057	1543948	3.880972e-03	1.940486e-03	1.164292e-02	1.164292e-03	1459.68	729.84	2189.52	291.94
3.2000	3.3000	3	9	1	3	369	539225	356	520936	4.255406e-03	2.127703e-03	1.276622e-02	1.276622e-03	1526.83	763.41	2290.24	305.37
3.2000	3.3000	1	10	2	3	1060	1547663	1013	1479449	1.515536e-03	7.577681e-04	4.546609e-03	4.546609e-04	1430.17	715.08	2145.25	286.03
3.3000	3.4000	1	1	1	3	569	830749	551	805513	3.795898e-03	1.897949e-03	1.138770e-02	1.138770e-03	1582.18	791.09	2373.27	316.44
3.3000	3.4000	2	2	2	3	1187	1733468	1161	1695684	1.857034e-03	9.285172e-04	5.571103e-03	5.571103e-04	1505.74	752.87	2258.60	301.15
3.3000	3.4000	2	3	3	3	440	643481	423	618412	2.907568e-04	1.453784e-04	8.722705e-04	8.722705e-05	1324.52	662.26	1986.78	264.90
3.3000	3.4000	1	4	4	3	841	1229294	818	1194665	2.942435e-03	1.471218e-03	8.827306e-03	8.827306e-04	1464.88	732.44	2197.31	292.98
3.3000	3.4000	2	5	1	3	341	498768	337	493290	2.434045e-03	1.217023e-03	7.302135e-03	7.302135e-04	1459.28	729.64	2188.92	291.86
3.3000	3.4000	3	6	2	3	160	234883	154	225570	4.486756e-04	2.243378e-04	1.346027e-03	1.346027e-04	1334.15	667.08	2001.23	266.83
3.3000	3.4000	1	7	3	3	241	351906	232	340155	3.498728e-03	1.749364e-03	1.049619e-02	1.049619e-03	1539.17	769.58	2308.75	307.83
3.3000	3.4000	2	8	4	3	1034	1510132	1004	1466732	2.840983e-04	1.420492e-04	8.522950e-04	8.522950e-05	1351.34	675.67	2027.01	270.27
3.3000	3.4000	3	9	1	3	362	529503	362	528790	1.208014e-03	6.040071e-04	3.624042e-03	3.624042e-04	1402.83	701.41	2104.24	280.57
3.3000	3.4000	1	10	2	3	991	1448195	979	1429505	4.257284e-03	2.128642e-03	1.277185e-02	1.277185e-03	1437.41	718.70	2156.11	287.48
3.4000	3.5000	1	1	1	3	574	838690	556	812310	4.519507e-03	2.259753e-03	1.355852e-02	1.355852e-03	1549.55	774.78	2324.33	309.91
3.4000	3.5000	2	2	2	3	1336	1950969	1274	1861073	2.768035e-03	1.384018e-03	8.304105e-03	8.304105e-04	1521.12	760.56	2281.68	304.22
3.4000	3.5000	2	3	3	3	436	636959	420	614555	3.600678e-03	1.800339e-03	1.080204e-02	1.080204e-03	1535.63	767.81	2303.44	307.13
3.4000	3.5000	1	4	4	3	862	1259915	855	1249048	3.516326e-03	1.758163e-03	1.054898e-02	1.054898e-03	1522.58	761.29	2283.88	304.52
3.4000	3.5000	2	5	1	3	356	520295	343	501410	4.054647e-03	2.027324e-03	1.216394e-02	1.216394e-03	1371.01	685.51	2056.52	274.20
3.4000	3.5000	3	6	2	3	151	220513	148	217503	2.854157e-03	1.427078e-03	8.562470e-03	8.562470e-04	1590.55	795.28	2385.83	318.11
3.4000	3.5000	1	7	3	3	244	356362	236	345392	2.234477e-04	1.117239e-04	6.703432e-04	6.703432e-05	1558.99	779.49	2338.48	311.80
